Genome_ID	IME_Type	Protein_ID	Percent_Identity	E_value
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	85.04	4.98e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	85.04	9.24e-137
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	82.88	0.00e+00
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	82.88	0.00e+00
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.44e-40
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	96.13	0.00e+00
NZ_CP019041.1	ICEberg|199_IME	ICEberg|199_IME	99.62	3.43e-172
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.52e-149
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.52e-149
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.38e-151
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.52e-149
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	86.69	1.52e-149
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	95.45	6.11e-07
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	95.45	6.11e-07
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	100.00	3.25e-67
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	100.00	1.29e-180
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	100.00	0.00e+00
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	100.00	1.29e-180
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP090607.1	ICEberg|199_IME	ICEberg|199_IME	100.00	4.23e-109
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	100.00	5.64e-48
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	100.00	5.64e-48
NZ_CP091367.1	ICEberg|199_IME	ICEberg|199_IME	100.00	2.28e-178
NZ_CP041035.1	ICEberg|199_IME	ICEberg|199_IME	100.00	2.28e-178
NZ_CP091172.1	ICEberg|199_IME	ICEberg|199_IME	81.09	0.00e+00
NZ_CP091367.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091367.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091367.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP091367.1	ICEberg|200_IME	ICEberg|200_IME	95.12	2.32e-17
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	95.12	2.32e-17
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	95.12	2.32e-17
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	95.12	2.32e-17
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	95.12	2.32e-17
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	95.12	2.32e-17
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	95.12	2.32e-17
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	95.12	2.32e-17
NZ_CP091172.1	ICEberg|200_IME	ICEberg|200_IME	95.12	2.32e-17
NZ_CP041035.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091596.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091596.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP091596.1	ICEberg|200_IME	ICEberg|200_IME	83.76	1.18e-134
NZ_CP091596.1	ICEberg|200_IME	ICEberg|200_IME	83.76	1.18e-134
NZ_CP018254.1	ICEberg|200_IME	ICEberg|200_IME	100.00	1.14e-158
NZ_CP018254.1	ICEberg|200_IME	ICEberg|200_IME	85.04	6.34e-137
NZ_CP018254.1	ICEberg|200_IME	ICEberg|200_IME	85.04	6.34e-137
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
NZ_CP090607.1	ICEberg|200_IME	ICEberg|200_IME	99.57	3.95e-158
