Genome_ID	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
NZ_CP078018.1	NZ_CP078018.1_CBASS_II_5	CBASS	CBASS_II	Defense	NZ_CP078018.1_304	NZ_CP078018.1_307	NZ_CP078018.1_304,NZ_CP078018.1_305,NZ_CP078018.1_306,NZ_CP078018.1_307	4	CBASS__AG_E1_ThiF,CBASS__Cyclase_SMODS,CBASS__Jab,CBASS__Sensing_SAVED
NZ_CP078018.1	NZ_CP078018.1_DRT_2_8	DRT	DRT_2	Defense	NZ_CP078018.1_390	NZ_CP078018.1_390	NZ_CP078018.1_390	1	DRT2__DRT2
NZ_CP078018.1	NZ_CP078018.1_PD-T4-3_12	PD-T4-3	PD-T4-3	Defense	NZ_CP078018.1_751	NZ_CP078018.1_751	NZ_CP078018.1_751	1	PD-T4-3__PD-T4-3
NZ_CP078018.1	NZ_CP078018.1_Lamassu-Cap4_nuclease_9	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	NZ_CP078018.1_900	NZ_CP078018.1_901	NZ_CP078018.1_900,NZ_CP078018.1_901	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease
NZ_CP078018.1	NZ_CP078018.1_CAS_Class1-Subtype-I-F_20	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP078018.1_1007	NZ_CP078018.1_1013	NZ_CP078018.1_1007,NZ_CP078018.1_1009,NZ_CP078018.1_1010,NZ_CP078018.1_1011,NZ_CP078018.1_1012,NZ_CP078018.1_1013	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP078018.1	NZ_CP078018.1_CoCoNut_I-A_7	CoCoNut	CoCoNut_I-A	Defense	NZ_CP078018.1_1632	NZ_CP078018.1_1633	NZ_CP078018.1_1632,NZ_CP078018.1_1633	2	CoCoNut-I-A__I-A_CnuB,CoCoNut-I-A__I-A_CnuC
NZ_CP078018.1	NZ_CP078018.1_CapRel_6	CapRel	CapRel	Defense	NZ_CP078018.1_2275	NZ_CP078018.1_2275	NZ_CP078018.1_2275	1	CapRel__CapRel
NZ_CP078018.1	NZ_CP078018.1_Wadjet_I_16	Wadjet	Wadjet_I	Defense	NZ_CP078018.1_2324	NZ_CP078018.1_2327	NZ_CP078018.1_2324,NZ_CP078018.1_2325,NZ_CP078018.1_2326,NZ_CP078018.1_2327	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
NZ_CP078018.1	NZ_CP078018.1_RM_Type_IIG_19	RM	RM_Type_IIG	Defense	NZ_CP078018.1_2568	NZ_CP078018.1_2568	NZ_CP078018.1_2568	1	RM_Type_IIG__Type_IIG_FAM_2.einsi_trimmed
NZ_CP078018.1	NZ_CP078018.1_Lamassu-DS-30_10	Lamassu-Fam	Lamassu-DS-30	Defense	NZ_CP078018.1_2573	NZ_CP078018.1_2576	NZ_CP078018.1_2573,NZ_CP078018.1_2574,NZ_CP078018.1_2575,NZ_CP078018.1_2576	4	Lamassu-Fam__LmuA_DS-30B,Lamassu-Fam__LmuB_DS-30D,Lamassu-Fam__LmuC_DS-30C,Lamassu-Fam__Lmu_DS-30A
NZ_CP078018.1	NZ_CP078018.1_RM_Type_I_18	RM	RM_Type_I	Defense	NZ_CP078018.1_2692	NZ_CP078018.1_2696	NZ_CP078018.1_2692,NZ_CP078018.1_2694,NZ_CP078018.1_2696	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06
NZ_CP078018.1	NZ_CP078018.1_RloC_13	RloC	RloC	Defense	NZ_CP078018.1_2693	NZ_CP078018.1_2693	NZ_CP078018.1_2693	1	RloC__RloC
NZ_CP078018.1	NZ_CP078018.1_Shedu_14	Shedu	Shedu	Defense	NZ_CP078018.1_2741	NZ_CP078018.1_2741	NZ_CP078018.1_2741	1	Shedu__SduA
NZ_CP088954.1	NZ_CP088954.1_PARIS_I_2	Paris	PARIS_I	Defense	NZ_CP088954.1_221	NZ_CP088954.1_222	NZ_CP088954.1_221,NZ_CP088954.1_222	2	Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I
NZ_CP088954.1	NZ_CP088954.1_Lamassu-Cap4_nuclease_1	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	NZ_CP088954.1_2379	NZ_CP088954.1_2381	NZ_CP088954.1_2379,NZ_CP088954.1_2381	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
NZ_CP088954.1	NZ_CP088954.1_CAS_Class1-Subtype-I-F_3	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP088954.1_2754	NZ_CP088954.1_2760	NZ_CP088954.1_2754,NZ_CP088954.1_2756,NZ_CP088954.1_2757,NZ_CP088954.1_2758,NZ_CP088954.1_2759,NZ_CP088954.1_2760	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_1,cas8f_I-F_6
NZ_CP090607.1	NZ_CP090607.1_RosmerTA_5	RosmerTA	RosmerTA	Defense	NZ_CP090607.1_577	NZ_CP090607.1_578	NZ_CP090607.1_577,NZ_CP090607.1_578	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
NZ_CP090607.1	NZ_CP090607.1_Gao_Qat_4	Gao_Qat	Gao_Qat	Defense	NZ_CP090607.1_1188	NZ_CP090607.1_1191	NZ_CP090607.1_1188,NZ_CP090607.1_1189,NZ_CP090607.1_1190,NZ_CP090607.1_1191	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
NZ_CP090607.1	NZ_CP090607.1_RM_Type_I_8	RM	RM_Type_I	Defense	NZ_CP090607.1_1456	NZ_CP090607.1_1461	NZ_CP090607.1_1456,NZ_CP090607.1_1457,NZ_CP090607.1_1461	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
NZ_CP090607.1	NZ_CP090607.1_Zorya_TypeI_6	Zorya	Zorya_TypeI	Defense	NZ_CP090607.1_1462	NZ_CP090607.1_1465	NZ_CP090607.1_1462,NZ_CP090607.1_1463,NZ_CP090607.1_1464,NZ_CP090607.1_1465	4	Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB
NZ_CP090607.1	NZ_CP090607.1_DarTG_2	DarTG	DarTG	Defense	NZ_CP090607.1_1466	NZ_CP090607.1_1467	NZ_CP090607.1_1466,NZ_CP090607.1_1467	2	DarTG__DarG,DarTG__DarT
NZ_CP090607.1	NZ_CP090607.1_Gabija_3	Gabija	Gabija	Defense	NZ_CP090607.1_1764	NZ_CP090607.1_1765	NZ_CP090607.1_1764,NZ_CP090607.1_1765	2	Gabija__GajA,Gabija__GajB_2
NZ_CP090607.1	NZ_CP090607.1_CapRel_1	CapRel	CapRel	Defense	NZ_CP090607.1_2920	NZ_CP090607.1_2920	NZ_CP090607.1_2920	1	CapRel__CapRel
NZ_CP090607.1	NZ_CP090607.1_CAS_Class1-Subtype-I-F_10	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP090607.1_3102	NZ_CP090607.1_3107	NZ_CP090607.1_3102,NZ_CP090607.1_3103,NZ_CP090607.1_3104,NZ_CP090607.1_3105,NZ_CP090607.1_3106,NZ_CP090607.1_3107	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP090607.1	NZ_CP090607.1_RM_Type_II_9	RM	RM_Type_II	Defense	NZ_CP090607.1_4035	NZ_CP090607.1_4036	NZ_CP090607.1_4035,NZ_CP090607.1_4036	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase38
NZ_CP091172.1	NZ_CP091172.1_RosmerTA_5	RosmerTA	RosmerTA	Defense	NZ_CP091172.1_692	NZ_CP091172.1_693	NZ_CP091172.1_692,NZ_CP091172.1_693	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
NZ_CP091172.1	NZ_CP091172.1_Gao_Qat_4	Gao_Qat	Gao_Qat	Defense	NZ_CP091172.1_991	NZ_CP091172.1_994	NZ_CP091172.1_991,NZ_CP091172.1_992,NZ_CP091172.1_993,NZ_CP091172.1_994	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
NZ_CP091172.1	NZ_CP091172.1_RM_Type_I_8	RM	RM_Type_I	Defense	NZ_CP091172.1_1259	NZ_CP091172.1_1263	NZ_CP091172.1_1259,NZ_CP091172.1_1260,NZ_CP091172.1_1263	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
NZ_CP091172.1	NZ_CP091172.1_Zorya_TypeI_6	Zorya	Zorya_TypeI	Defense	NZ_CP091172.1_1264	NZ_CP091172.1_1267	NZ_CP091172.1_1264,NZ_CP091172.1_1265,NZ_CP091172.1_1266,NZ_CP091172.1_1267	4	Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB
NZ_CP091172.1	NZ_CP091172.1_DarTG_2	DarTG	DarTG	Defense	NZ_CP091172.1_1268	NZ_CP091172.1_1269	NZ_CP091172.1_1268,NZ_CP091172.1_1269	2	DarTG__DarG,DarTG__DarT
NZ_CP091172.1	NZ_CP091172.1_Gabija_3	Gabija	Gabija	Defense	NZ_CP091172.1_1566	NZ_CP091172.1_1567	NZ_CP091172.1_1566,NZ_CP091172.1_1567	2	Gabija__GajA,Gabija__GajB_2
NZ_CP091172.1	NZ_CP091172.1_CapRel_1	CapRel	CapRel	Defense	NZ_CP091172.1_2722	NZ_CP091172.1_2722	NZ_CP091172.1_2722	1	CapRel__CapRel
NZ_CP091172.1	NZ_CP091172.1_CAS_Class1-Subtype-I-F_10	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP091172.1_2906	NZ_CP091172.1_2911	NZ_CP091172.1_2906,NZ_CP091172.1_2907,NZ_CP091172.1_2908,NZ_CP091172.1_2909,NZ_CP091172.1_2910,NZ_CP091172.1_2911	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP091172.1	NZ_CP091172.1_RM_Type_II_9	RM	RM_Type_II	Defense	NZ_CP091172.1_3841	NZ_CP091172.1_3842	NZ_CP091172.1_3841,NZ_CP091172.1_3842	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase38
NZ_CP091367.1	NZ_CP091367.1_Gabija_2	Gabija	Gabija	Defense	NZ_CP091367.1_482	NZ_CP091367.1_483	NZ_CP091367.1_482,NZ_CP091367.1_483	2	Gabija__GajA,Gabija__GajB_2
NZ_CP091367.1	NZ_CP091367.1_CAS_Class1-Subtype-I-F_8	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP091367.1_1708	NZ_CP091367.1_1713	NZ_CP091367.1_1708,NZ_CP091367.1_1709,NZ_CP091367.1_1710,NZ_CP091367.1_1711,NZ_CP091367.1_1712,NZ_CP091367.1_1713	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP091367.1	NZ_CP091367.1_VP1839_6	VP1839	VP1839	Defense	NZ_CP091367.1_2013	NZ_CP091367.1_2013	NZ_CP091367.1_2013	1	VP1839__VP1839
NZ_CP091367.1	NZ_CP091367.1_CapRel_1	CapRel	CapRel	Defense	NZ_CP091367.1_2030	NZ_CP091367.1_2030	NZ_CP091367.1_2030	1	CapRel__CapRel
NZ_CP091367.1	NZ_CP091367.1_Gao_Qat_3	Gao_Qat	Gao_Qat	Defense	NZ_CP091367.1_2668	NZ_CP091367.1_2671	NZ_CP091367.1_2668,NZ_CP091367.1_2669,NZ_CP091367.1_2670,NZ_CP091367.1_2671	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
NZ_CP091367.1	NZ_CP091367.1_RM_Type_II_7	RM	RM_Type_II	Defense	NZ_CP091367.1_2674	NZ_CP091367.1_2675	NZ_CP091367.1_2674,NZ_CP091367.1_2675	2	RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase38
NZ_CP091367.1	NZ_CP091367.1_RosmerTA_5	RosmerTA	RosmerTA	Defense	NZ_CP091367.1_3361	NZ_CP091367.1_3362	NZ_CP091367.1_3361,NZ_CP091367.1_3362	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
NZ_CP091367.1	NZ_CP091367.1_Gao_Qat_4	Gao_Qat	Gao_Qat	Defense	NZ_CP091367.1_3657	NZ_CP091367.1_3660	NZ_CP091367.1_3657,NZ_CP091367.1_3658,NZ_CP091367.1_3659,NZ_CP091367.1_3660	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
NZ_CP091596.1	NZ_CP091596.1_Hypnos_2	Hypnos	Hypnos	Defense	NZ_CP091596.1_150	NZ_CP091596.1_150	NZ_CP091596.1_150	1	Hypnos__HyoA
NZ_CP091596.1	NZ_CP091596.1_VP1839_4	VP1839	VP1839	Defense	NZ_CP091596.1_440	NZ_CP091596.1_440	NZ_CP091596.1_440	1	VP1839__VP1839
NZ_CP091596.1	NZ_CP091596.1_RM_Type_I_6	RM	RM_Type_I	Defense	NZ_CP091596.1_1081	NZ_CP091596.1_1083	NZ_CP091596.1_1081,NZ_CP091596.1_1082,NZ_CP091596.1_1083	3	RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_03
NZ_CP091596.1	NZ_CP091596.1_DS-1_1	DS-1	DS-1	Defense	NZ_CP091596.1_1091	NZ_CP091596.1_1092	NZ_CP091596.1_1091,NZ_CP091596.1_1092	2	DS-1__DS-1A,DS-1__DS-1B
NZ_CP091596.1	NZ_CP091596.1_RosmerTA_3	RosmerTA	RosmerTA	Defense	NZ_CP091596.1_1381	NZ_CP091596.1_1382	NZ_CP091596.1_1381,NZ_CP091596.1_1382	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
NZ_CP091596.1	NZ_CP091596.1_CAS_Class1-Subtype-I-F_7	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP091596.1_2957	NZ_CP091596.1_2962	NZ_CP091596.1_2957,NZ_CP091596.1_2958,NZ_CP091596.1_2959,NZ_CP091596.1_2960,NZ_CP091596.1_2961,NZ_CP091596.1_2962	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP098732.1	NZ_CP098732.1_RM_Type_II_7	RM	RM_Type_II	Defense	NZ_CP098732.1_101	NZ_CP098732.1_102	NZ_CP098732.1_101,NZ_CP098732.1_102	2	RM_Type_II__Type_II_MTases_FAM_20,RM_Type_II__Type_II_REase22
NZ_CP098732.1	NZ_CP098732.1_AbiH_1	AbiH	AbiH	Defense	NZ_CP098732.1_281	NZ_CP098732.1_281	NZ_CP098732.1_281	1	AbiH__AbiH
NZ_CP098732.1	NZ_CP098732.1_DRT_3_2	DRT	DRT_3	Defense	NZ_CP098732.1_607	NZ_CP098732.1_608	NZ_CP098732.1_607,NZ_CP098732.1_608	2	DRT_3__drt3a,DRT_3__drt3b
NZ_CP098732.1	NZ_CP098732.1_DS-17_4	DS-17	DS-17	Defense	NZ_CP098732.1_743	NZ_CP098732.1_743	NZ_CP098732.1_743	1	DS-17__DS-17
NZ_CP098732.1	NZ_CP098732.1_CAS_Class1-Subtype-I-F_8	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP098732.1_1998	NZ_CP098732.1_2002	NZ_CP098732.1_1998,NZ_CP098732.1_1999,NZ_CP098732.1_2000,NZ_CP098732.1_2001,NZ_CP098732.1_2002	5	cas1_I-F_1,cas3_I_2,cas5_I-F_16,cas6f_I_II_III_IV_V_VI_3,cas7_I-F_11
NZ_CP098732.1	NZ_CP098732.1_DS-20_5	DS-20	DS-20	Defense	NZ_CP098732.1_2242	NZ_CP098732.1_2242	NZ_CP098732.1_2242	1	DS-20__DS-20
NZ_CP098732.1	NZ_CP098732.1_SoFic_6	SoFIC	SoFic	Defense	NZ_CP098732.1_2393	NZ_CP098732.1_2393	NZ_CP098732.1_2393	1	SoFic__SoFic
NZ_CP098732.1	NZ_CP098732.1_DS-14_3	DS-14	DS-14	Defense	NZ_CP098732.1_2772	NZ_CP098732.1_2772	NZ_CP098732.1_2772	1	DS-14__DS-14
NZ_CP098791.1	NZ_CP098791.1_RM_Type_I_7	RM	RM_Type_I	Defense	NZ_CP098791.1_539	NZ_CP098791.1_541	NZ_CP098791.1_539,NZ_CP098791.1_540,NZ_CP098791.1_541	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
NZ_CP098791.1	NZ_CP098791.1_PD-Lambda-2_5	PD-Lambda-2	PD-Lambda-2	Defense	NZ_CP098791.1_610	NZ_CP098791.1_612	NZ_CP098791.1_610,NZ_CP098791.1_611,NZ_CP098791.1_612	3	PD-Lambda-2__PD-Lambda-2_A,PD-Lambda-2__PD-Lambda-2_B,PD-Lambda-2__PD-Lambda-2_C
NZ_CP098791.1	NZ_CP098791.1_CBASS_II_4	CBASS	CBASS_II	Defense	NZ_CP098791.1_745	NZ_CP098791.1_750	NZ_CP098791.1_745,NZ_CP098791.1_746,NZ_CP098791.1_747,NZ_CP098791.1_748,NZ_CP098791.1_750	5	CBASS__AG_E2_Prok-E2_B,CBASS__Cyclase_II,CBASS__Effector_2TM_S_2TMBeta,CBASS__Jab,CBASS__Phospholipase
NZ_CP098791.1	NZ_CP098791.1_CAS_Class1-Subtype-I-F_8	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP098791.1_2839	NZ_CP098791.1_2844	NZ_CP098791.1_2839,NZ_CP098791.1_2840,NZ_CP098791.1_2841,NZ_CP098791.1_2842,NZ_CP098791.1_2843,NZ_CP098791.1_2844	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP098791.1	NZ_CP098791.1_AbiH_1	AbiH	AbiH	Defense	NZ_CP098791.1_3490	NZ_CP098791.1_3490	NZ_CP098791.1_3490	1	AbiH__AbiH
NZ_CP139286.1	NZ_CP139286.1_PD-T4-9_7	PD-T4-9	PD-T4-9	Defense	NZ_CP139286.1_500	NZ_CP139286.1_502	NZ_CP139286.1_500,NZ_CP139286.1_502	2	PD-T4-9__PD-T4-9_A,PD-T4-9__PD-T4-9_C
NZ_CP139286.1	NZ_CP139286.1_PD-T4-3_5	PD-T4-3	PD-T4-3	Defense	NZ_CP139286.1_749	NZ_CP139286.1_749	NZ_CP139286.1_749	1	PD-T4-3__PD-T4-3
NZ_CP139286.1	NZ_CP139286.1_PD-T4-5_6	PD-T4-5	PD-T4-5	Defense	NZ_CP139286.1_2158	NZ_CP139286.1_2158	NZ_CP139286.1_2158	1	PD-T4-5__PD-T4-5
NZ_CP139286.1	NZ_CP139286.1_CAS_Class1-Subtype-I-F_8	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP139286.1_2525	NZ_CP139286.1_2531	NZ_CP139286.1_2525,NZ_CP139286.1_2527,NZ_CP139286.1_2528,NZ_CP139286.1_2529,NZ_CP139286.1_2530,NZ_CP139286.1_2531	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_1,cas8f_I-F_6
NZ_CP139286.1	NZ_CP139286.1_Detocs_1	Detocs	Detocs	Defense	NZ_CP139286.1_2702	NZ_CP139286.1_2704	NZ_CP139286.1_2702,NZ_CP139286.1_2703,NZ_CP139286.1_2704	3	Detocs__dtcA,Detocs__dtcB,Detocs__dtcC
