Genome_ID	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
NZ_AP021936.1.fasta	NZ_AP021936.1_Gabija_1	Gabija	Gabija	Defense	NZ_AP021936.1_1802	NZ_AP021936.1_1803	NZ_AP021936.1_1802,NZ_AP021936.1_1803	2	Gabija__GajA,Gabija__GajB_2
NZ_AP021936.1.fasta	NZ_AP021936.1_Lamassu-Cap4_nuclease_2	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	NZ_AP021936.1_2416	NZ_AP021936.1_2417	NZ_AP021936.1_2416,NZ_AP021936.1_2417	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease
NZ_AP021936.1.fasta	NZ_AP021936.1_Septu_6	Septu	Septu	Defense	NZ_AP021936.1_2708	NZ_AP021936.1_2709	NZ_AP021936.1_2708,NZ_AP021936.1_2709	2	Septu__PtuA,Septu__PtuB
NZ_AP021936.1.fasta	NZ_AP021936.1_RM_Type_IIG_10	RM	RM_Type_IIG	Defense	NZ_AP021936.1_2791	NZ_AP021936.1_2791	NZ_AP021936.1_2791	1	RM_Type_IIG__Type_IIG
NZ_AP021936.1.fasta	NZ_AP021936.1_PD-T7-5_9	PD-T7-5	PD-T7-5	Defense	NZ_AP021936.1_2808	NZ_AP021936.1_2808	NZ_AP021936.1_2808	1	PD-T7-5__PD-T7-5
NZ_AP021936.1.fasta	NZ_AP021936.1_PD-T4-5_8	PD-T4-5	PD-T4-5	Defense	NZ_AP021936.1_2846	NZ_AP021936.1_2846	NZ_AP021936.1_2846	1	PD-T4-5__PD-T4-5
NZ_AP021936.1.fasta	NZ_AP021936.1_PD-Lambda-2_3	PD-Lambda-2	PD-Lambda-2	Defense	NZ_AP021936.1_3235	NZ_AP021936.1_3237	NZ_AP021936.1_3235,NZ_AP021936.1_3236,NZ_AP021936.1_3237	3	PD-Lambda-2__PD-Lambda-2_A,PD-Lambda-2__PD-Lambda-2_B,PD-Lambda-2__PD-Lambda-2_C
NZ_AP021936.1.fasta	NZ_AP021936.1_PARIS_I_7	Paris	PARIS_I	Defense	NZ_AP021936.1_3705	NZ_AP021936.1_3706	NZ_AP021936.1_3705,NZ_AP021936.1_3706	2	Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I
NZ_AP024524.1.fasta	NZ_AP024524.1_AbiJ_1	AbiJ	AbiJ	Defense	NZ_AP024524.1_981	NZ_AP024524.1_981	NZ_AP024524.1_981	1	AbiJ__AbiJ
NZ_AP024524.1.fasta	NZ_AP024524.1_DarTG_2	DarTG	DarTG	Defense	NZ_AP024524.1_1166	NZ_AP024524.1_1167	NZ_AP024524.1_1166,NZ_AP024524.1_1167	2	DarTG__DarG,DarTG__DarT
NZ_AP024524.1.fasta	NZ_AP024524.1_RM_Type_IV_6	RM	RM_Type_IV	Defense	NZ_AP024524.1_1179	NZ_AP024524.1_1180	NZ_AP024524.1_1179,NZ_AP024524.1_1180	2	RM_Type_IV__Type_IV_REases,RM_Type_IV__Type_IV_REases
NZ_AP024524.1.fasta	NZ_AP024524.1_RM_Type_II_4	RM	RM_Type_II	Defense	NZ_AP024524.1_1357	NZ_AP024524.1_1364	NZ_AP024524.1_1357,NZ_AP024524.1_1358,NZ_AP024524.1_1364	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
NZ_AP024524.1.fasta	NZ_AP024524.1_RM_Type_III_5	RM	RM_Type_III	Defense	NZ_AP024524.1_2581	NZ_AP024524.1_2582	NZ_AP024524.1_2581,NZ_AP024524.1_2582	2	RM_Type_III__Type_III_MTases,RM_Type_III__Type_III_REases
NZ_AP024524.1.fasta	NZ_AP024524.1_JukAB_3	JukAB	JukAB	Defense	NZ_AP024524.1_2602	NZ_AP024524.1_2603	NZ_AP024524.1_2602,NZ_AP024524.1_2603	2	JukAB__JukA,JukAB__JukB
NZ_CP098732.1.fasta	NZ_CP098732.1_RM_Type_II_4	RM	RM_Type_II	Defense	NZ_CP098732.1_101	NZ_CP098732.1_102	NZ_CP098732.1_101,NZ_CP098732.1_102	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
NZ_CP098732.1.fasta	NZ_CP098732.1_AbiH_1	AbiH	AbiH	Defense	NZ_CP098732.1_281	NZ_CP098732.1_281	NZ_CP098732.1_281	1	AbiH__AbiH
NZ_CP098732.1.fasta	NZ_CP098732.1_DRT_3_2	DRT	DRT_3	Defense	NZ_CP098732.1_607	NZ_CP098732.1_608	NZ_CP098732.1_607,NZ_CP098732.1_608	2	DRT_3__drt3a,DRT_3__drt3b
NZ_CP098732.1.fasta	NZ_CP098732.1_CAS_Class1-Subtype-I-F_5	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP098732.1_1998	NZ_CP098732.1_2002	NZ_CP098732.1_1998,NZ_CP098732.1_1999,NZ_CP098732.1_2000,NZ_CP098732.1_2001,NZ_CP098732.1_2002	5	cas1_I-F_1,cas3_I_2,cas5_I-F_16,cas6f_I_II_III_IV_V_VI_3,cas7_I-F_11
NZ_CP098732.1.fasta	NZ_CP098732.1_SoFic_3	SoFIC	SoFic	Defense	NZ_CP098732.1_2393	NZ_CP098732.1_2393	NZ_CP098732.1_2393	1	SoFic__SoFic
NZ_CP014528.1.fasta	NZ_CP014528.1_Gao_Qat_3	Gao_Qat	Gao_Qat	Defense	NZ_CP014528.1_538	NZ_CP014528.1_541	NZ_CP014528.1_538,NZ_CP014528.1_539,NZ_CP014528.1_540,NZ_CP014528.1_541	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
NZ_CP014528.1.fasta	NZ_CP014528.1_RM_Type_IIG_10	RM	RM_Type_IIG	Defense	NZ_CP014528.1_542	NZ_CP014528.1_542	NZ_CP014528.1_542	1	RM_Type_IIG__Type_IIG
NZ_CP014528.1.fasta	NZ_CP014528.1_DRT_2_1	DRT	DRT_2	Defense	NZ_CP014528.1_548	NZ_CP014528.1_548	NZ_CP014528.1_548	1	DRT_2__drt2
NZ_CP014528.1.fasta	NZ_CP014528.1_RM_Type_IV_11	RM	RM_Type_IV	Defense	NZ_CP014528.1_552	NZ_CP014528.1_552	NZ_CP014528.1_552	1	RM_Type_IV__Type_IV_REases
NZ_CP014528.1.fasta	NZ_CP014528.1_PD-T4-5_5	PD-T4-5	PD-T4-5	Defense	NZ_CP014528.1_928	NZ_CP014528.1_928	NZ_CP014528.1_928	1	PD-T4-5__PD-T4-5
NZ_CP014528.1.fasta	NZ_CP014528.1_PD-T7-5_6	PD-T7-5	PD-T7-5	Defense	NZ_CP014528.1_968	NZ_CP014528.1_968	NZ_CP014528.1_968	1	PD-T7-5__PD-T7-5
NZ_CP014528.1.fasta	NZ_CP014528.1_RM_Type_I_9	RM	RM_Type_I	Defense	NZ_CP014528.1_1292	NZ_CP014528.1_1294	NZ_CP014528.1_1292,NZ_CP014528.1_1293,NZ_CP014528.1_1294	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP014528.1.fasta	NZ_CP014528.1_Zorya_TypeI_7	Zorya	Zorya_TypeI	Defense	NZ_CP014528.1_1295	NZ_CP014528.1_1298	NZ_CP014528.1_1295,NZ_CP014528.1_1296,NZ_CP014528.1_1297,NZ_CP014528.1_1298	4	Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB
NZ_CP014528.1.fasta	NZ_CP014528.1_SEFIR_8	SEFIR	SEFIR	Defense	NZ_CP014528.1_2071	NZ_CP014528.1_2071	NZ_CP014528.1_2071	1	SEFIR__bSEFIR
NZ_CP014528.1.fasta	NZ_CP014528.1_PARIS_I_4	Paris	PARIS_I	Defense	NZ_CP014528.1_3694	NZ_CP014528.1_3695	NZ_CP014528.1_3694,NZ_CP014528.1_3695	2	Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I
NZ_CP014528.1.fasta	NZ_CP014528.1_Septu_2	Septu	Septu	Defense	NZ_CP014528.1_3726	NZ_CP014528.1_3727	NZ_CP014528.1_3726,NZ_CP014528.1_3727	2	Septu__PtuA,Septu__PtuB
NZ_CP076812.1.fasta	NZ_CP076812.1_RM_Type_I_5	RM	RM_Type_I	Defense	NZ_CP076812.1_81	NZ_CP076812.1_83	NZ_CP076812.1_81,NZ_CP076812.1_82,NZ_CP076812.1_83	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP076812.1.fasta	NZ_CP076812.1_Retron_III_3	Retron	Retron_III	Defense	NZ_CP076812.1_538	NZ_CP076812.1_540	NZ_CP076812.1_538,NZ_CP076812.1_540	2	Retron_III__PRTase_WH,Retron__RT_Tot
NZ_CP076812.1.fasta	NZ_CP076812.1_AbiH_1	AbiH	AbiH	Defense	NZ_CP076812.1_2721	NZ_CP076812.1_2721	NZ_CP076812.1_2721	1	AbiH__AbiH
NZ_CP076812.1.fasta	NZ_CP076812.1_Retron_I_A_4	Retron	Retron_I_A	Defense	NZ_CP076812.1_2942	NZ_CP076812.1_2944	NZ_CP076812.1_2942,NZ_CP076812.1_2943,NZ_CP076812.1_2944	3	Retron_I_A__ATPase_TypeIA,Retron__RT_Tot,Septu__PtuB
NZ_CP076812.1.fasta	NZ_CP076812.1_PARIS_I_2	Paris	PARIS_I	Defense	NZ_CP076812.1_3744	NZ_CP076812.1_3745	NZ_CP076812.1_3744,NZ_CP076812.1_3745	2	Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I
NZ_CP009257.1.fasta	NZ_CP009257.1_RM_Type_I_5	RM	RM_Type_I	Defense	NZ_CP009257.1_197	NZ_CP009257.1_199	NZ_CP009257.1_197,NZ_CP009257.1_198,NZ_CP009257.1_199	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP009257.1.fasta	NZ_CP009257.1_Retron_III_3	Retron	Retron_III	Defense	NZ_CP009257.1_727	NZ_CP009257.1_729	NZ_CP009257.1_727,NZ_CP009257.1_729	2	Retron_III__PRTase_WH,Retron__RT_Tot
NZ_CP009257.1.fasta	NZ_CP009257.1_AbiH_1	AbiH	AbiH	Defense	NZ_CP009257.1_2437	NZ_CP009257.1_2437	NZ_CP009257.1_2437	1	AbiH__AbiH
NZ_CP009257.1.fasta	NZ_CP009257.1_Retron_I_A_4	Retron	Retron_I_A	Defense	NZ_CP009257.1_2668	NZ_CP009257.1_2670	NZ_CP009257.1_2668,NZ_CP009257.1_2669,NZ_CP009257.1_2670	3	Retron_I_A__ATPase_TypeIA,Retron__RT_Tot,Septu__PtuB
NZ_CP009257.1.fasta	NZ_CP009257.1_PARIS_I_2	Paris	PARIS_I	Defense	NZ_CP009257.1_3456	NZ_CP009257.1_3462	NZ_CP009257.1_3456,NZ_CP009257.1_3462	2	Paris_I__AAA_15,Paris_I__AriB_DUF4435_I
NZ_CP009257.1.fasta	NZ_CP009257.1_RM_Type_I_6	RM	RM_Type_I	Defense	NZ_CP009257.1_3812	NZ_CP009257.1_3815	NZ_CP009257.1_3812,NZ_CP009257.1_3814,NZ_CP009257.1_3815	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP076603.1.fasta	NZ_CP076603.1_RM_Type_I_1	RM	RM_Type_I	Defense	NZ_CP076603.1_1784	NZ_CP076603.1_1789	NZ_CP076603.1_1784,NZ_CP076603.1_1787,NZ_CP076603.1_1788,NZ_CP076603.1_1789	4	RM__Type_I_MTases,RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP076603.1.fasta	NZ_CP076603.1_RM_Type_IV_3	RM	RM_Type_IV	Defense	NZ_CP076603.1_1927	NZ_CP076603.1_1928	NZ_CP076603.1_1927,NZ_CP076603.1_1928	2	RM_Type_IV__Type_IV_REases,RM_Type_IV__Type_IV_REases
NZ_CP076603.1.fasta	NZ_CP076603.1_RM_Type_I_2	RM	RM_Type_I	Defense	NZ_CP076603.1_1935	NZ_CP076603.1_1937	NZ_CP076603.1_1935,NZ_CP076603.1_1936,NZ_CP076603.1_1937	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP049806.1.fasta	NZ_CP049806.1_RM_Type_IIG_9	RM	RM_Type_IIG	Defense	NZ_CP049806.1_200	NZ_CP049806.1_205	NZ_CP049806.1_200,NZ_CP049806.1_205	2	RM_Type_IIG__Type_IIG,RM_Type_IIG__Type_IIG
NZ_CP049806.1.fasta	NZ_CP049806.1_AbiH_1	AbiH	AbiH	Defense	NZ_CP049806.1_347	NZ_CP049806.1_347	NZ_CP049806.1_347	1	AbiH__AbiH
NZ_CP049806.1.fasta	NZ_CP049806.1_PD-T4-7_3	PD-T4-7	PD-T4-7	Defense	NZ_CP049806.1_1102	NZ_CP049806.1_1102	NZ_CP049806.1_1102	1	PD-T4-7__PD-T4-7
NZ_CP049806.1.fasta	NZ_CP049806.1_PD-T7-2_4	PD-T7-2	PD-T7-2	Defense	NZ_CP049806.1_1731	NZ_CP049806.1_1732	NZ_CP049806.1_1731,NZ_CP049806.1_1732	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
NZ_CP049806.1.fasta	NZ_CP049806.1_CBASS_I_8	CBASS	CBASS_I	Defense	NZ_CP049806.1_2315	NZ_CP049806.1_2316	NZ_CP049806.1_2315,NZ_CP049806.1_2316	2	CBASS__2TM_Gros,CBASS__Cyclase_SMODS
NZ_CP049806.1.fasta	NZ_CP049806.1_Gao_Qat_2	Gao_Qat	Gao_Qat	Defense	NZ_CP049806.1_2813	NZ_CP049806.1_2816	NZ_CP049806.1_2813,NZ_CP049806.1_2814,NZ_CP049806.1_2815,NZ_CP049806.1_2816	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
NZ_CP049806.1.fasta	NZ_CP049806.1_RosmerTA_5	RosmerTA	RosmerTA	Defense	NZ_CP049806.1_3073	NZ_CP049806.1_3074	NZ_CP049806.1_3073,NZ_CP049806.1_3074	2	RosmerTA__RmrA_2585209417,RosmerTA__RmrT_2585209417
NZ_CP049806.1.fasta	NZ_CP049806.1_RM_Type_III_10	RM	RM_Type_III	Defense	NZ_CP049806.1_3109	NZ_CP049806.1_3111	NZ_CP049806.1_3109,NZ_CP049806.1_3111	2	RM_Type_III__Type_III_MTases,RM_Type_III__Type_III_REases
NZ_CP049806.1.fasta	NZ_CP049806.1_RosmerTA_6	RosmerTA	RosmerTA	Defense	NZ_CP049806.1_3114	NZ_CP049806.1_3115	NZ_CP049806.1_3114,NZ_CP049806.1_3115	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
NZ_CP125227.1.fasta	NZ_CP125227.1_GAPS6_1	GAPS6	GAPS6	Defense	NZ_CP125227.1_293	NZ_CP125227.1_294	NZ_CP125227.1_293,NZ_CP125227.1_294	2	GAPS6__GAPS6a,GAPS6__GAPS6b
NZ_CP125227.1.fasta	NZ_CP125227.1_pAgo_LongB_3	pAgo	pAgo_LongB	Defense	NZ_CP125227.1_1715	NZ_CP125227.1_1716	NZ_CP125227.1_1715,NZ_CP125227.1_1716	2	pAgo__EcAgaN,pAgo__pAgo_LongB
NZ_CP125227.1.fasta	NZ_CP125227.1_PD-T7-3_2	PD-T7-3	PD-T7-3	Defense	NZ_CP125227.1_3484	NZ_CP125227.1_3484	NZ_CP125227.1_3484	1	PD-T7-3__PD-T7-3
NZ_CP045198.1.fasta	NZ_CP045198.1_Septu_2	Septu	Septu	Defense	NZ_CP045198.1_615	NZ_CP045198.1_616	NZ_CP045198.1_615,NZ_CP045198.1_616	2	Septu__PtuA,Septu__PtuB
NZ_CP045198.1.fasta	NZ_CP045198.1_RM_Type_I_5	RM	RM_Type_I	Defense	NZ_CP045198.1_619	NZ_CP045198.1_622	NZ_CP045198.1_619,NZ_CP045198.1_620,NZ_CP045198.1_622	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP045198.1.fasta	NZ_CP045198.1_AbiD_1	AbiD	AbiD	Defense	NZ_CP045198.1_879	NZ_CP045198.1_879	NZ_CP045198.1_879	1	AbiD__AbiD
NZ_CP045198.1.fasta	NZ_CP045198.1_Septu_3	Septu	Septu	Defense	NZ_CP045198.1_1599	NZ_CP045198.1_1600	NZ_CP045198.1_1599,NZ_CP045198.1_1600	2	Septu__PtuA_2,Septu__PtuB_2
NZ_CP045198.1.fasta	NZ_CP045198.1_RM_Type_I_6	RM	RM_Type_I	Defense	NZ_CP045198.1_1619	NZ_CP045198.1_1626	NZ_CP045198.1_1619,NZ_CP045198.1_1623,NZ_CP045198.1_1624,NZ_CP045198.1_1626	4	PrrC__EcoprrI,RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP045198.1.fasta	NZ_CP045198.1_RosmerTA_4	RosmerTA	RosmerTA	Defense	NZ_CP045198.1_2082	NZ_CP045198.1_2083	NZ_CP045198.1_2082,NZ_CP045198.1_2083	2	RosmerTA__RmrA_2641389401,RosmerTA__RmrT_2641389401
NZ_CP059040.1.fasta	NZ_CP059040.1_RloC_1	RloC	RloC	Defense	NZ_CP059040.1_197	NZ_CP059040.1_197	NZ_CP059040.1_197	1	RloC__RloC
NZ_CP059040.1.fasta	NZ_CP059040.1_DRT_3_3	DRT	DRT_3	Defense	NZ_CP059040.1_758	NZ_CP059040.1_759	NZ_CP059040.1_758,NZ_CP059040.1_759	2	DRT_3__drt3a,DRT_3__drt3b
NZ_CP059040.1.fasta	NZ_CP059040.1_RM_Type_II_7	RM	RM_Type_II	Defense	NZ_CP059040.1_1653	NZ_CP059040.1_1655	NZ_CP059040.1_1653,NZ_CP059040.1_1655	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
NZ_CP059040.1.fasta	NZ_CP059040.1_RM_Type_IV_9	RM	RM_Type_IV	Defense	NZ_CP059040.1_1654	NZ_CP059040.1_1654	NZ_CP059040.1_1654	1	RM_Type_IV__Type_IV_REases
NZ_CP059040.1.fasta	NZ_CP059040.1_Menshen_5	Menshen	Menshen	Defense	NZ_CP059040.1_1657	NZ_CP059040.1_1660	NZ_CP059040.1_1657,NZ_CP059040.1_1658,NZ_CP059040.1_1660	3	Menshen__NsnA,Menshen__NsnB,Menshen__NsnC_2617187710
NZ_CP059040.1.fasta	NZ_CP059040.1_PD-T7-2_4	PD-T7-2	PD-T7-2	Defense	NZ_CP059040.1_1960	NZ_CP059040.1_1961	NZ_CP059040.1_1960,NZ_CP059040.1_1961	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
NZ_CP059040.1.fasta	NZ_CP059040.1_RM_Type_IIG_8	RM	RM_Type_IIG	Defense	NZ_CP059040.1_1965	NZ_CP059040.1_1965	NZ_CP059040.1_1965	1	RM_Type_IIG__Type_IIG
NZ_CP059040.1.fasta	NZ_CP059040.1_RloC_2	RloC	RloC	Defense	NZ_CP059040.1_2273	NZ_CP059040.1_2273	NZ_CP059040.1_2273	1	RloC__RloC
NZ_CP059040.1.fasta	NZ_CP059040.1_RM_Type_I_6	RM	RM_Type_I	Defense	NZ_CP059040.1_2549	NZ_CP059040.1_2551	NZ_CP059040.1_2549,NZ_CP059040.1_2550,NZ_CP059040.1_2551	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP059040.1.fasta	NZ_CP059040.1_CAS_Class1-Subtype-I-F_10	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP059040.1_2816	NZ_CP059040.1_2822	NZ_CP059040.1_2816,NZ_CP059040.1_2818,NZ_CP059040.1_2819,NZ_CP059040.1_2820,NZ_CP059040.1_2821,NZ_CP059040.1_2822	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_1,cas8f_I-F_6
NZ_CP030880.1.fasta	NZ_CP030880.1_CBASS_I_5	CBASS	CBASS_I	Defense	NZ_CP030880.1_845	NZ_CP030880.1_846	NZ_CP030880.1_845,NZ_CP030880.1_846	2	CBASS__2TM_Gros,CBASS__Cyclase_SMODS
NZ_CP030880.1.fasta	NZ_CP030880.1_RM_Type_I_6	RM	RM_Type_I	Defense	NZ_CP030880.1_1064	NZ_CP030880.1_1067	NZ_CP030880.1_1064,NZ_CP030880.1_1065,NZ_CP030880.1_1067	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP030880.1.fasta	NZ_CP030880.1_AbiD_1	AbiD	AbiD	Defense	NZ_CP030880.1_1066	NZ_CP030880.1_1066	NZ_CP030880.1_1066	1	AbiD__AbiD
NZ_CP030880.1.fasta	NZ_CP030880.1_RM_Type_III_9	RM	RM_Type_III	Defense	NZ_CP030880.1_1072	NZ_CP030880.1_1073	NZ_CP030880.1_1072,NZ_CP030880.1_1073	2	RM_Type_III__Type_III_MTases,RM_Type_III__Type_III_REases
NZ_CP030880.1.fasta	NZ_CP030880.1_RM_Type_II_8	RM	RM_Type_II	Defense	NZ_CP030880.1_1204	NZ_CP030880.1_1206	NZ_CP030880.1_1204,NZ_CP030880.1_1205,NZ_CP030880.1_1206	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
NZ_CP030880.1.fasta	NZ_CP030880.1_RM_Type_I_7	RM	RM_Type_I	Defense	NZ_CP030880.1_2038	NZ_CP030880.1_2044	NZ_CP030880.1_2038,NZ_CP030880.1_2043,NZ_CP030880.1_2044	3	RM__Type_I_MTases,RM__Type_I_REases,RM__Type_I_S
NZ_CP030880.1.fasta	NZ_CP030880.1_CAS_Class1-Subtype-I-F_10	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP030880.1_2161	NZ_CP030880.1_2166	NZ_CP030880.1_2161,NZ_CP030880.1_2162,NZ_CP030880.1_2163,NZ_CP030880.1_2164,NZ_CP030880.1_2165,NZ_CP030880.1_2166	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4
NZ_CP030880.1.fasta	NZ_CP030880.1_Lamassu-Cap4_nuclease_2	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	NZ_CP030880.1_2459	NZ_CP030880.1_2461	NZ_CP030880.1_2459,NZ_CP030880.1_2460,NZ_CP030880.1_2461	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease
NZ_CP030880.1.fasta	NZ_CP030880.1_DRT_2_3	DRT	DRT_2	Defense	NZ_CP030880.1_2466	NZ_CP030880.1_2466	NZ_CP030880.1_2466	1	DRT_2__drt2
NZ_CP139286.1.fasta	NZ_CP139286.1_PD-T4-9_3	PD-T4-9	PD-T4-9	Defense	NZ_CP139286.1_500	NZ_CP139286.1_502	NZ_CP139286.1_500,NZ_CP139286.1_502	2	PD-T4-9__PD-T4-9_A,PD-T4-9__PD-T4-9_C
NZ_CP139286.1.fasta	NZ_CP139286.1_PD-T4-3_1	PD-T4-3	PD-T4-3	Defense	NZ_CP139286.1_749	NZ_CP139286.1_749	NZ_CP139286.1_749	1	PD-T4-3__PD-T4-3
NZ_CP139286.1.fasta	NZ_CP139286.1_PD-T4-5_2	PD-T4-5	PD-T4-5	Defense	NZ_CP139286.1_2158	NZ_CP139286.1_2158	NZ_CP139286.1_2158	1	PD-T4-5__PD-T4-5
NZ_CP139286.1.fasta	NZ_CP139286.1_CAS_Class1-Subtype-I-F_8	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP139286.1_2525	NZ_CP139286.1_2531	NZ_CP139286.1_2525,NZ_CP139286.1_2527,NZ_CP139286.1_2528,NZ_CP139286.1_2529,NZ_CP139286.1_2530,NZ_CP139286.1_2531	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_1,cas8f_I-F_6
NZ_CP139286.1.fasta	NZ_CP139286.1_Detocs_4	Detocs	Detocs	Defense	NZ_CP139286.1_2702	NZ_CP139286.1_2704	NZ_CP139286.1_2702,NZ_CP139286.1_2703,NZ_CP139286.1_2704	3	Detocs__dtcA,Detocs__dtcB,Detocs__dtcC
NZ_CP091367.1.fasta	NZ_CP091367.1_Gabija_1	Gabija	Gabija	Defense	NZ_CP091367.1_482	NZ_CP091367.1_483	NZ_CP091367.1_482,NZ_CP091367.1_483	2	Gabija__GajA,Gabija__GajB_2
NZ_CP091367.1.fasta	NZ_CP091367.1_CAS_Class1-Subtype-I-F_7	Cas	CAS_Class1-Subtype-I-F	Defense	NZ_CP091367.1_1708	NZ_CP091367.1_1713	NZ_CP091367.1_1708,NZ_CP091367.1_1709,NZ_CP091367.1_1710,NZ_CP091367.1_1711,NZ_CP091367.1_1712,NZ_CP091367.1_1713	6	cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_4,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_8
NZ_CP091367.1.fasta	NZ_CP091367.1_CapRel_2	CapRel	CapRel	Defense	NZ_CP091367.1_2030	NZ_CP091367.1_2030	NZ_CP091367.1_2030	1	CapRel__CapRel
NZ_CP091367.1.fasta	NZ_CP091367.1_Gao_Qat_3	Gao_Qat	Gao_Qat	Defense	NZ_CP091367.1_2668	NZ_CP091367.1_2671	NZ_CP091367.1_2668,NZ_CP091367.1_2669,NZ_CP091367.1_2670,NZ_CP091367.1_2671	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
NZ_CP091367.1.fasta	NZ_CP091367.1_RM_Type_II_6	RM	RM_Type_II	Defense	NZ_CP091367.1_2674	NZ_CP091367.1_2675	NZ_CP091367.1_2674,NZ_CP091367.1_2675	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
NZ_CP091367.1.fasta	NZ_CP091367.1_RosmerTA_5	RosmerTA	RosmerTA	Defense	NZ_CP091367.1_3361	NZ_CP091367.1_3362	NZ_CP091367.1_3361,NZ_CP091367.1_3362	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
NZ_CP091367.1.fasta	NZ_CP091367.1_Gao_Qat_4	Gao_Qat	Gao_Qat	Defense	NZ_CP091367.1_3657	NZ_CP091367.1_3660	NZ_CP091367.1_3657,NZ_CP091367.1_3658,NZ_CP091367.1_3659,NZ_CP091367.1_3660	4	Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD
NZ_CP046296.1.fasta	NZ_CP046296.1_Thoeris_I_3	Thoeris	Thoeris_I	Defense	NZ_CP046296.1_153	NZ_CP046296.1_160	NZ_CP046296.1_153,NZ_CP046296.1_157,NZ_CP046296.1_160	3	Thoeris_I__ThsA_new_grand,Thoeris__ThsB_Global,Thoeris__ThsB_Global
NZ_CP046296.1.fasta	NZ_CP046296.1_AbiD_1	AbiD	AbiD	Defense	NZ_CP046296.1_497	NZ_CP046296.1_497	NZ_CP046296.1_497	1	AbiD__AbiD
NZ_CP046296.1.fasta	NZ_CP046296.1_AbiJ_2	AbiJ	AbiJ	Defense	NZ_CP046296.1_791	NZ_CP046296.1_791	NZ_CP046296.1_791	1	AbiJ__AbiJ
NZ_CP046296.1.fasta	NZ_CP046296.1_Retron_I_C_4	Retron	Retron_I_C	Defense	NZ_CP046296.1_1090	NZ_CP046296.1_1090	NZ_CP046296.1_1090	1	Retron_I_C__RT_1_C1
